sample_index,service_cycle,z_raw
0,100,283
1,15100,145
2,30100,119
3,45100,239
4,60100,318
5,75100,342
6,90100,281
7,105100,140
8,120100,128
9,135100,244
10,150100,318
11,165100,338
12,180100,272
13,195100,137
14,210100,130
15,225100,248
16,240100,323
17,255100,336
18,270100,266
19,285100,130
20,300100,136
21,315100,257
22,330100,322
23,345100,339
24,360100,261
25,375100,121
26,390100,139
27,405100,261
28,420100,326
29,435100,335
30,450100,249
31,465100,123
32,480100,142
33,495100,261
34,510100,328
35,525100,333
36,540100,242
37,555100,120
38,570100,149
39,585100,270
40,600100,329
41,615100,333
42,630100,237
43,645100,119
44,660100,153
45,675100,272
46,690100,329
47,705100,336
48,720100,232
49,735100,109
50,750100,162
51,765100,277
52,780100,332
53,795100,330
54,810100,224
55,825100,109
56,840100,171
57,855100,285
58,870100,331
59,885100,329
60,900100,220
61,915100,110
62,930100,174
63,945100,284
64,960100,334
65,975100,324
66,990100,212
67,1005100,108
68,1020100,180
69,1035100,292
70,1050100,332
71,1065100,322
72,1080100,204
73,1095100,109
74,1110100,188
75,1125100,292
76,1140100,335
77,1155100,323
78,1170100,194
79,1185100,103
80,1200100,192
81,1215100,297
82,1230100,334
83,1245100,316
84,1260100,187
85,1275100,104
86,1290100,199
87,1305100,300
88,1320100,337
89,1335100,315
90,1350100,178
91,1365100,105
92,1380100,206
93,1395100,301
94,1410100,339
95,1425100,310
96,1440100,174
97,1455100,109
98,1470100,207
99,1485100,306
100,1500100,337
101,1515100,304
102,1530100,167
103,1545100,111
104,1560100,217
105,1575100,309
106,1590100,340
107,1605100,300
108,1620100,161
109,1635100,111
110,1650100,223
111,1665100,310
112,1680100,336
113,1695100,297
114,1710100,156
115,1725100,115
116,1740100,226
117,1755100,315
118,1770100,339
119,1785100,288
120,1800100,150
121,1815100,118
122,1830100,238
123,1845100,313
124,1860100,338
125,1875100,281
126,1890100,142
127,1905100,121
128,1920100,239
129,1935100,317
130,1950100,342
131,1965100,277
132,1980100,136
133,1995100,129
134,2010100,244
135,2025100,321
136,2040100,339
137,2055100,271
138,2070100,129
139,2085100,130
140,2100100,252
141,2115100,322
142,2130100,337
143,2145100,265
144,2160100,128
145,2175100,134
146,2190100,253
147,2205100,326
148,2220100,339
149,2235100,254
150,2250100,122
151,2265100,136
152,2280100,261
153,2295100,325
154,2310100,334
155,2325100,255
156,2340100,122
157,2355100,146
158,2370100,268
159,2385100,326
160,2400100,336
161,2415100,245
162,2430100,116
163,2445100,150
164,2460100,270
165,2475100,323
166,2490100,332
167,2505100,238
168,2520100,111
169,2535100,159
170,2550100,276
171,2565100,328
172,2580100,334
173,2595100,227
174,2610100,112
175,2625100,159
176,2640100,280
177,2655100,331
178,2670100,332
179,2685100,223
180,2700100,108
181,2715100,168
182,2730100,283
183,2745100,330
184,2760100,327
185,2775100,215
186,2790100,109
187,2805100,176
188,2820100,290
189,2835100,334
190,2850100,325
191,2865100,209
192,2880100,103
193,2895100,179
194,2910100,290
195,2925100,337
196,2940100,323
197,2955100,200
198,2970100,104
199,2985100,186
200,3000100,292
201,3015100,337
202,3030100,324
203,3045100,196
204,3060100,110
205,3075100,193
206,3090100,298
207,3105100,336
208,3120100,318
209,3135100,190
210,3150100,106
211,3165100,199
212,3180100,301
213,3195100,337
214,3210100,315
215,3225100,181
216,3240100,109
217,3255100,204
218,3270100,304
219,3285100,335
220,3300100,311
221,3315100,176
222,3330100,109
223,3345100,216
224,3360100,307
225,3375100,338
226,3390100,300
227,3405100,167
228,3420100,109
229,3435100,219
230,3450100,307
231,3465100,338
232,3480100,299
233,3495100,160
234,3510100,113
235,3525100,221
236,3540100,311
237,3555100,341
238,3570100,293
239,3585100,154
240,3600100,118
241,3615100,228
242,3630100,310
243,3645100,343
244,3660100,285
245,3675100,146
246,3690100,114
247,3705100,233
248,3720100,316
249,3735100,339
250,3750100,280
251,3765100,142
252,3780100,122
253,3795100,240
254,3810100,319
255,3825100,336
256,3840100,275
257,3855100,139
258,3870100,125
259,3885100,245
260,3900100,318
261,3915100,338
262,3930100,269
263,3945100,131
264,3960100,136
265,3975100,251
266,3990100,322
267,4005100,340
268,4020100,262
269,4035100,128
270,4050100,133
271,4065100,257
272,4080100,324
273,4095100,339
274,4110100,257
275,4125100,124
276,4140100,142
277,4155100,266
278,4170100,324
279,4185100,335
280,4200100,249
281,4215100,124
282,4230100,149
283,4245100,267
284,4260100,324
285,4275100,333
286,4290100,243
287,4305100,113
288,4320100,148
289,4335100,269
290,4350100,326
291,4365100,330
292,4380100,237
293,4395100,115
294,4410100,155
295,4425100,277
296,4440100,329
297,4455100,335
298,4470100,233
299,4485100,107
300,4500100,162
301,4515100,281
302,4530100,331
303,4545100,328
304,4560100,222
305,4575100,106
306,4590100,171
307,4605100,283
308,4620100,334
309,4635100,327
310,4650100,218
311,4665100,107
312,4680100,174
313,4695100,285
314,4710100,333
315,4725100,323
316,4740100,210
317,4755100,107
318,4770100,181
319,4785100,292
320,4800100,334
321,4815100,323
322,4830100,199
323,4845100,107
324,4860100,185
325,4875100,295
326,4890100,334
327,4905100,321
328,4920100,193
329,4935100,104
330,4950100,191
331,4965100,297
332,4980100,337
333,4995100,313
334,5010100,184
335,5025100,108
336,5040100,201
337,5055100,299
338,5070100,337
339,5085100,311
340,5100100,178
341,5115100,107
342,5130100,203
343,5145100,304
344,5160100,340
345,5175100,304
346,5190100,176
347,5205100,109
348,5220100,213
349,5235100,306
350,5250100,334
351,5265100,300
352,5280100,166
353,5295100,111
354,5310100,220
355,5325100,305
356,5340100,336
357,5355100,296
358,5370100,159
359,5385100,115
360,5400100,224
361,5415100,311
362,5430100,339
363,5445100,289
364,5460100,152
365,5475100,119
366,5490100,229
367,5505100,313
368,5520100,339
369,5535100,290
370,5550100,147
371,5565100,120
372,5580100,239
373,5595100,317
374,5610100,342
375,5625100,280
376,5640100,142
377,5655100,122
378,5670100,241
379,5685100,318
380,5700100,337
381,5715100,277
382,5730100,135
383,5745100,126
384,5760100,247
385,5775100,323
386,5790100,338
387,5805100,270
388,5820100,131
389,5835100,135
390,5850100,253
391,5865100,323
392,5880100,338
393,5895100,264
394,5910100,125
395,5925100,139
396,5940100,259
397,5955100,324
398,5970100,336
399,5985100,256
400,6000100,120
401,6015100,142
402,6030100,262
403,6045100,326
404,6060100,336
405,6075100,247
406,6090100,118
407,6105100,149
408,6120100,268
409,6135100,323
410,6150100,340
411,6165100,248
412,6180100,113
413,6195100,152
414,6210100,272
415,6225100,329
416,6240100,335
417,6255100,235
418,6270100,110
419,6285100,159
420,6300100,276
421,6315100,332
422,6330100,334
423,6345100,225
424,6360100,110
425,6375100,168
426,6390100,279
427,6405100,333
428,6420100,332
429,6435100,219
430,6450100,111
431,6465100,169
432,6480100,286
433,6495100,335
434,6510100,328
435,6525100,214
436,6540100,108
437,6555100,175
438,6570100,287
439,6585100,331
440,6600100,323
441,6615100,203
442,6630100,102
443,6645100,183
444,6660100,291
445,6675100,335
446,6690100,321
447,6705100,202
448,6720100,107
449,6735100,191
450,6750100,297
451,6765100,335
452,6780100,318
453,6795100,194
454,6810100,108
455,6825100,197
456,6840100,301
457,6855100,337
458,6870100,313
459,6885100,185
460,6900100,108
461,6915100,203
462,6930100,299
463,6945100,333
464,6960100,312
465,6975100,179
466,6990100,108
467,7005100,204
468,7020100,305
469,7035100,338
470,7050100,305
471,7065100,172
472,7080100,109
473,7095100,211
474,7110100,307
475,7125100,338
476,7140100,305
477,7155100,163
478,7170100,114
479,7185100,219
480,7200100,309
481,7215100,340
482,7230100,297
483,7245100,156
484,7260100,112
485,7275100,230
486,7290100,311
487,7305100,344
488,7320100,290
489,7335100,147
490,7350100,118
491,7365100,225
492,7380100,312
493,7395100,339
494,7410100,286
495,7425100,144
496,7440100,120
497,7455100,238
498,7470100,318
499,7485100,340
500,7500100,281
501,7515100,136
502,7530100,121
503,7545100,239
504,7560100,319
505,7575100,339
506,7590100,273
507,7605100,135
508,7620100,130
509,7635100,243
510,7650100,323
511,7665100,339
512,7680100,269
513,7695100,129
514,7710100,132
515,7725100,256
516,7740100,322
517,7755100,337
518,7770100,263
519,7785100,125
520,7800100,137
521,7815100,260
522,7830100,323
523,7845100,338
524,7860100,258
525,7875100,121
526,7890100,143
527,7905100,263
528,7920100,327
529,7935100,340
530,7950100,250
531,7965100,118
532,7980100,142
533,7995100,270
534,8010100,328
535,8025100,336
536,8040100,245
537,8055100,116
538,8070100,149
539,8085100,274
540,8100100,323
541,8115100,338
542,8130100,238
543,8145100,116
544,8160100,162
545,8175100,276
546,8190100,329
547,8205100,331
548,8220100,229
549,8235100,110
550,8250100,165
551,8265100,279
552,8280100,329
553,8295100,329
554,8310100,219
555,8325100,106
556,8340100,170
557,8355100,282
558,8370100,333
559,8385100,327
560,8400100,212
561,8415100,107
562,8430100,174
563,8445100,287
564,8460100,335
565,8475100,324
566,8490100,204
567,8505100,109
568,8520100,183
569,8535100,293
570,8550100,334
571,8565100,322
572,8580100,197
573,8595100,104
574,8610100,188
575,8625100,293
576,8640100,338
577,8655100,316
578,8670100,191
579,8685100,104
580,8700100,195
581,8715100,300
582,8730100,336
583,8745100,315
584,8760100,186
585,8775100,106
586,8790100,199
587,8805100,304
588,8820100,337
589,8835100,312
590,8850100,176
591,8865100,109
592,8880100,205
593,8895100,303
594,8910100,339
595,8925100,304
596,8940100,167
597,8955100,110
598,8970100,215
599,8985100,308
600,9000100,335
601,9015100,303
602,9030100,161
603,9045100,111
604,9060100,221
605,9075100,308
606,9090100,342
607,9105100,297
608,9120100,155
609,9135100,117
610,9150100,225
611,9165100,313
612,9180100,339
613,9195100,289
614,9210100,150
615,9225100,116
616,9240100,229
617,9255100,312
618,9270100,340
619,9285100,286
620,9300100,143
621,9315100,118
622,9330100,237
623,9345100,319
624,9360100,339
625,9375100,282
626,9390100,138
627,9405100,125
628,9420100,243
629,9435100,317
630,9450100,341
631,9465100,274
632,9480100,137
633,9495100,125
634,9510100,247
635,9525100,319
636,9540100,335
637,9555100,268
638,9570100,126
639,9585100,133
640,9600100,253
641,9615100,325
642,9630100,339
643,9645100,259
644,9660100,123
645,9675100,139
646,9690100,258
647,9705100,324
648,9720100,338
649,9735100,255
650,9750100,125
651,9765100,142
652,9780100,264
653,9795100,327
654,9810100,337
655,9825100,249
656,9840100,116
657,9855100,150
658,9870100,268
659,9885100,327
660,9900100,332
661,9915100,240
662,9930100,115
663,9945100,154
664,9960100,271
665,9975100,328
666,9990100,329
667,10005100,236
668,10020100,112
669,10035100,159
670,10050100,274
671,10065100,330
672,10080100,334
673,10095100,229
674,10110100,114
675,10125100,167
676,10140100,279
677,10155100,331
678,10170100,328
679,10185100,221
680,10200100,107
681,10215100,175
682,10230100,286
683,10245100,336
684,10260100,326
685,10275100,214
686,10290100,108
687,10305100,178
688,10320100,292
689,10335100,333
690,10350100,324
691,10365100,206
692,10380100,110
693,10395100,186
694,10410100,294
695,10425100,339
696,10440100,319
697,10455100,199
698,10470100,105
699,10485100,189
700,10500100,293
701,10515100,341
702,10530100,316
703,10545100,187
704,10560100,107
705,10575100,197
706,10590100,297
707,10605100,339
708,10620100,317
709,10635100,185
710,10650100,105
711,10665100,203
712,10680100,305
713,10695100,339
714,10710100,311
715,10725100,174
716,10740100,108
717,10755100,209
718,10770100,303
719,10785100,341
720,10800100,305
721,10815100,171
722,10830100,110
723,10845100,214
724,10860100,311
725,10875100,341
726,10890100,303
727,10905100,163
728,10920100,111
729,10935100,224
730,10950100,310
731,10965100,337
732,10980100,293
733,10995100,158
734,11010100,116
735,11025100,229
736,11040100,315
737,11055100,339
738,11070100,293
739,11085100,154
740,11100100,119
741,11115100,230
742,11130100,317
743,11145100,341
744,11160100,286
745,11175100,144
746,11190100,124
747,11205100,237
748,11220100,318
749,11235100,342
750,11250100,281
751,11265100,140
752,11280100,123
753,11295100,242
754,11310100,318
755,11325100,340
756,11340100,274
757,11355100,135
758,11370100,129
759,11385100,249
760,11400100,324
761,11415100,339
762,11430100,270
763,11445100,130
764,11460100,134
765,11475100,257
766,11490100,322
767,11505100,339
768,11520100,258
769,11535100,125
770,11550100,139
771,11565100,262
772,11580100,323
773,11595100,336
774,11610100,256
775,11625100,119
776,11640100,146
777,11655100,265
778,11670100,323
779,11685100,338
780,11700100,246
781,11715100,116
782,11730100,146
783,11745100,269
784,11760100,326
785,11775100,334
786,11790100,239
787,11805100,117
788,11820100,155
789,11835100,272
790,11850100,327
791,11865100,334
792,11880100,229
793,11895100,110
794,11910100,165
795,11925100,278
796,11940100,331
797,11955100,330
798,11970100,222
799,11985100,110
800,12000100,166
801,12015100,282
802,12030100,328
803,12045100,330
804,12060100,213
805,12075100,112
806,12090100,172
807,12105100,286
808,12120100,327
809,12135100,326
810,12150100,208
811,12165100,108
812,12180100,176
813,12195100,286
814,12210100,334
815,12225100,319
816,12240100,204
817,12255100,107
818,12270100,186
819,12285100,292
820,12300100,334
821,12315100,320
822,12330100,197
823,12345100,105
824,12360100,191
825,12375100,294
826,12390100,333
827,12405100,317
828,12420100,186
829,12435100,107
830,12450100,198
831,12465100,299
832,12480100,335
833,12495100,312
834,12510100,178
835,12525100,110
836,12540100,200
837,12555100,303
838,12570100,337
839,12585100,309
840,12600100,179
841,12615100,108
842,12630100,209
843,12645100,309
844,12660100,335
845,12675100,304
846,12690100,164
847,12705100,111
848,12720100,218
849,12735100,311
850,12750100,340
851,12765100,301
852,12780100,162
853,12795100,111
854,12810100,221
855,12825100,310
856,12840100,338
857,12855100,294
858,12870100,153
859,12885100,114
860,12900100,229
861,12915100,314
862,12930100,339
863,12945100,292
864,12960100,148
865,12975100,119
866,12990100,234
867,13005100,315
868,13020100,339
869,13035100,284
870,13050100,143
871,13065100,121
872,13080100,239
873,13095100,316
874,13110100,340
875,13125100,277
876,13140100,139
877,13155100,124
878,13170100,248
879,13185100,322
880,13200100,336
881,13215100,271
882,13230100,133
883,13245100,130
884,13260100,252
