sample_index,service_cycle,z_raw
0,100,315
1,15100,173
2,30100,120
3,45100,204
4,60100,288
5,75100,342
6,90100,309
7,105100,171
8,120100,122
9,135100,214
10,150100,285
11,165100,343
12,180100,303
13,195100,158
14,210100,123
15,225100,213
16,240100,291
17,255100,345
18,270100,301
19,285100,159
20,300100,128
21,315100,216
22,330100,296
23,345100,349
24,360100,295
25,375100,147
26,390100,130
27,405100,224
28,420100,297
29,435100,343
30,450100,288
31,465100,148
32,480100,134
33,495100,228
34,510100,298
35,525100,346
36,540100,285
37,555100,143
38,570100,137
39,585100,236
40,600100,307
41,615100,348
42,630100,276
43,645100,137
44,660100,145
45,675100,235
46,690100,307
47,705100,343
48,720100,270
49,735100,133
50,750100,144
51,765100,241
52,780100,316
53,795100,345
54,810100,261
55,825100,133
56,840100,147
57,855100,251
58,870100,309
59,885100,347
60,900100,256
61,915100,130
62,930100,152
63,945100,248
64,960100,313
65,975100,343
66,990100,250
67,1005100,128
68,1020100,157
69,1035100,251
70,1050100,320
71,1065100,345
72,1080100,243
73,1095100,122
74,1110100,159
75,1125100,258
76,1140100,317
77,1155100,345
78,1170100,236
79,1185100,121
80,1200100,164
81,1215100,260
82,1230100,318
83,1245100,343
84,1260100,229
85,1275100,119
86,1290100,172
87,1305100,263
88,1320100,322
89,1335100,338
90,1350100,224
91,1365100,121
92,1380100,173
93,1395100,267
94,1410100,325
95,1425100,338
96,1440100,214
97,1455100,115
98,1470100,180
99,1485100,271
100,1500100,332
101,1515100,333
102,1530100,207
103,1545100,116
104,1560100,184
105,1575100,272
106,1590100,334
107,1605100,333
108,1620100,197
109,1635100,112
110,1650100,187
111,1665100,274
112,1680100,334
113,1695100,325
114,1710100,194
115,1725100,115
116,1740100,194
117,1755100,279
118,1770100,338
119,1785100,321
120,1800100,187
121,1815100,119
122,1830100,196
123,1845100,280
124,1860100,339
125,1875100,321
126,1890100,178
127,1905100,119
128,1920100,205
129,1935100,286
130,1950100,338
131,1965100,314
132,1980100,174
133,1995100,118
134,2010100,207
135,2025100,287
136,2040100,341
137,2055100,315
138,2070100,168
139,2085100,122
140,2100100,213
141,2115100,289
142,2130100,342
143,2145100,310
144,2160100,158
145,2175100,121
146,2190100,217
147,2205100,295
148,2220100,344
149,2235100,301
150,2250100,159
151,2265100,130
152,2280100,223
153,2295100,301
154,2310100,345
155,2325100,294
156,2340100,152
157,2355100,133
158,2370100,225
159,2385100,299
160,2400100,348
161,2415100,291
162,2430100,146
163,2445100,132
164,2460100,230
165,2475100,302
166,2490100,347
167,2505100,281
168,2520100,140
169,2535100,139
170,2550100,232
171,2565100,303
172,2580100,346
173,2595100,276
174,2610100,138
175,2625100,140
176,2640100,234
177,2655100,308
178,2670100,348
179,2685100,266
180,2700100,131
181,2715100,145
182,2730100,237
183,2745100,307
184,2760100,346
185,2775100,262
186,2790100,131
187,2805100,151
188,2820100,246
189,2835100,314
190,2850100,347
191,2865100,257
192,2880100,127
193,2895100,150
194,2910100,249
195,2925100,313
196,2940100,348
197,2955100,252
198,2970100,124
199,2985100,156
200,3000100,253
201,3015100,317
202,3030100,346
203,3045100,242
204,3060100,121
205,3075100,163
206,3090100,256
207,3105100,322
208,3120100,342
209,3135100,238
210,3150100,119
211,3165100,162
212,3180100,264
213,3195100,324
214,3210100,344
215,3225100,231
216,3240100,114
217,3255100,169
218,3270100,258
219,3285100,326
220,3300100,341
221,3315100,220
222,3330100,118
223,3345100,174
224,3360100,264
225,3375100,328
226,3390100,336
227,3405100,212
228,3420100,120
229,3435100,182
230,3450100,266
231,3465100,330
232,3480100,335
233,3495100,208
234,3510100,116
235,3525100,184
236,3540100,273
237,3555100,335
238,3570100,331
239,3585100,201
240,3600100,118
241,3615100,190
242,3630100,276
243,3645100,335
244,3660100,332
245,3675100,195
246,3690100,115
247,3705100,194
248,3720100,278
249,3735100,335
250,3750100,323
251,3765100,187
252,3780100,119
253,3795100,197
254,3810100,281
255,3825100,340
256,3840100,316
257,3855100,183
258,3870100,115
259,3885100,202
260,3900100,284
261,3915100,342
262,3930100,313
263,3945100,174
264,3960100,119
265,3975100,210
266,3990100,286
267,4005100,341
268,4020100,312
269,4035100,171
270,4050100,126
271,4065100,208
272,4080100,291
273,4095100,345
274,4110100,306
275,4125100,161
276,4140100,127
277,4155100,217
278,4170100,289
279,4185100,347
280,4200100,303
281,4215100,151
282,4230100,128
283,4245100,224
284,4260100,298
285,4275100,344
286,4290100,293
287,4305100,152
288,4320100,129
289,4335100,225
290,4350100,299
291,4365100,344
292,4380100,291
293,4395100,148
294,4410100,133
295,4425100,226
296,4440100,302
297,4455100,343
298,4470100,285
299,4485100,139
300,4500100,136
301,4515100,230
302,4530100,304
303,4545100,347
304,4560100,275
305,4575100,134
306,4590100,142
307,4605100,239
308,4620100,307
309,4635100,349
310,4650100,271
311,4665100,134
312,4680100,143
313,4695100,238
314,4710100,308
315,4725100,348
316,4740100,266
317,4755100,129
318,4770100,150
319,4785100,247
320,4800100,315
321,4815100,347
322,4830100,254
323,4845100,127
324,4860100,152
325,4875100,250
326,4890100,318
327,4905100,347
328,4920100,250
329,4935100,125
330,4950100,158
331,4965100,252
332,4980100,316
333,4995100,346
334,5010100,241
335,5025100,123
336,5040100,158
337,5055100,255
338,5070100,321
339,5085100,344
340,5100100,237
341,5115100,120
342,5130100,168
343,5145100,257
344,5160100,327
345,5175100,340
346,5190100,223
347,5205100,119
348,5220100,172
349,5235100,265
350,5250100,325
351,5265100,338
352,5280100,220
353,5295100,116
354,5310100,177
355,5325100,261
356,5340100,326
357,5355100,337
358,5370100,216
359,5385100,113
360,5400100,178
361,5415100,268
362,5430100,329
363,5445100,337
364,5460100,206
365,5475100,114
366,5490100,182
