sample_index,service_cycle,z_raw
0,100,242
1,15100,237
2,30100,243
3,45100,242
4,60100,242
5,75100,241
6,90100,241
7,105100,247
8,120100,237
9,135100,240
10,150100,239
11,165100,240
12,180100,239
13,195100,239
14,210100,239
15,225100,239
16,240100,241
17,255100,239
18,270100,239
19,285100,239
20,300100,243
21,315100,241
22,330100,240
23,345100,240
24,360100,241
25,375100,234
26,390100,239
27,405100,243
28,420100,241
29,435100,245
30,450100,237
31,465100,242
32,480100,241
33,495100,241
34,510100,236
35,525100,239
36,540100,241
37,555100,240
38,570100,239
39,585100,235
40,600100,241
41,615100,244
42,630100,240
43,645100,243
44,660100,238
45,675100,241
46,690100,244
47,705100,236
48,720100,241
49,735100,242
50,750100,242
51,765100,242
52,780100,242
53,795100,243
54,810100,240
55,825100,239
56,840100,239
57,855100,241
58,870100,240
59,885100,239
60,900100,236
61,915100,238
62,930100,244
63,945100,241
64,960100,241
65,975100,240
66,990100,239
67,1005100,238
68,1020100,239
69,1035100,240
70,1050100,239
71,1065100,240
72,1080100,242
73,1095100,237
74,1110100,241
75,1125100,237
76,1140100,242
77,1155100,244
78,1170100,240
79,1185100,242
80,1200100,240
81,1215100,241
82,1230100,239
83,1245100,239
84,1260100,239
85,1275100,242
86,1290100,240
87,1305100,241
88,1320100,239
89,1335100,239
90,1350100,242
91,1365100,242
92,1380100,240
93,1395100,240
94,1410100,243
95,1425100,242
96,1440100,244
97,1455100,241
98,1470100,240
99,1485100,243
100,1500100,243
101,1515100,239
102,1530100,242
103,1545100,239
104,1560100,240
105,1575100,240
106,1590100,238
107,1605100,239
108,1620100,240
109,1635100,239
110,1650100,238
111,1665100,240
112,1680100,240
113,1695100,239
114,1710100,238
115,1725100,240
116,1740100,240
117,1755100,242
118,1770100,237
119,1785100,241
120,1800100,241
121,1815100,244
122,1830100,241
123,1845100,238
124,1860100,242
125,1875100,239
126,1890100,241
127,1905100,241
128,1920100,242
129,1935100,240
130,1950100,237
131,1965100,239
132,1980100,240
133,1995100,236
134,2010100,241
135,2025100,239
136,2040100,239
137,2055100,235
138,2070100,238
139,2085100,243
140,2100100,240
141,2115100,239
142,2130100,241
143,2145100,240
144,2160100,239
145,2175100,242
146,2190100,240
147,2205100,243
148,2220100,240
149,2235100,237
150,2250100,243
151,2265100,239
152,2280100,245
153,2295100,239
154,2310100,237
155,2325100,238
156,2340100,239
157,2355100,238
158,2370100,238
159,2385100,241
160,2400100,243
161,2415100,238
162,2430100,238
163,2445100,242
164,2460100,246
165,2475100,240
166,2490100,240
167,2505100,236
168,2520100,241
169,2535100,239
170,2550100,236
171,2565100,241
172,2580100,240
173,2595100,235
174,2610100,243
175,2625100,239
176,2640100,238
177,2655100,239
178,2670100,236
179,2685100,238
180,2700100,242
181,2715100,242
182,2730100,239
183,2745100,236
184,2760100,238
185,2775100,247
186,2790100,240
187,2805100,240
188,2820100,236
189,2835100,238
190,2850100,237
191,2865100,240
192,2880100,239
193,2895100,242
194,2910100,241
195,2925100,240
196,2940100,241
197,2955100,236
198,2970100,239
199,2985100,239
200,3000100,240
201,3015100,238
202,3030100,241
203,3045100,240
204,3060100,240
205,3075100,238
206,3090100,239
207,3105100,236
208,3120100,240
209,3135100,240
210,3150100,241
211,3165100,241
212,3180100,238
213,3195100,244
214,3210100,238
215,3225100,237
216,3240100,242
217,3255100,238
218,3270100,236
219,3285100,238
220,3300100,244
221,3315100,239
222,3330100,241
223,3345100,238
224,3360100,239
225,3375100,245
226,3390100,239
227,3405100,239
228,3420100,242
229,3435100,240
230,3450100,238
231,3465100,241
232,3480100,243
233,3495100,240
234,3510100,243
235,3525100,240
236,3540100,241
237,3555100,239
238,3570100,241
239,3585100,238
240,3600100,239
241,3615100,238
242,3630100,244
243,3645100,237
244,3660100,239
245,3675100,240
246,3690100,240
247,3705100,240
248,3720100,240
249,3735100,239
250,3750100,239
251,3765100,239
252,3780100,243
253,3795100,239
254,3810100,241
255,3825100,242
256,3840100,240
257,3855100,240
258,3870100,242
259,3885100,239
260,3900100,240
261,3915100,243
262,3930100,241
263,3945100,240
264,3960100,240
265,3975100,238
266,3990100,238
267,4005100,244
268,4020100,239
269,4035100,240
270,4050100,239
271,4065100,242
272,4080100,240
273,4095100,239
274,4110100,240
275,4125100,239
276,4140100,241
277,4155100,239
278,4170100,237
279,4185100,240
280,4200100,241
281,4215100,235
282,4230100,242
283,4245100,239
284,4260100,241
285,4275100,240
286,4290100,238
287,4305100,240
288,4320100,242
289,4335100,240
290,4350100,241
291,4365100,239
292,4380100,235
293,4395100,240
294,4410100,239
295,4425100,239
296,4440100,240
297,4455100,239
298,4470100,241
299,4485100,237
300,4500100,240
301,4515100,239
302,4530100,239
303,4545100,236
304,4560100,245
305,4575100,240
306,4590100,242
307,4605100,238
308,4620100,244
309,4635100,240
310,4650100,236
311,4665100,241
312,4680100,238
313,4695100,238
314,4710100,239
315,4725100,241
316,4740100,239
317,4755100,240
318,4770100,238
319,4785100,238
320,4800100,239
321,4815100,237
322,4830100,238
323,4845100,241
324,4860100,241
325,4875100,237
326,4890100,241
327,4905100,239
328,4920100,237
329,4935100,238
330,4950100,240
331,4965100,244
332,4980100,241
333,4995100,241
334,5010100,239
335,5025100,239
336,5040100,239
337,5055100,242
338,5070100,240
339,5085100,239
340,5100100,242
341,5115100,239
342,5130100,242
343,5145100,238
344,5160100,237
345,5175100,239
346,5190100,238
347,5205100,238
348,5220100,241
349,5235100,238
350,5250100,239
351,5265100,240
352,5280100,241
353,5295100,240
354,5310100,238
355,5325100,238
356,5340100,241
357,5355100,240
358,5370100,240
359,5385100,241
360,5400100,239
361,5415100,239
362,5430100,242
363,5445100,240
364,5460100,237
365,5475100,239
366,5490100,240
367,5505100,240
368,5520100,237
369,5535100,242
370,5550100,240
371,5565100,243
372,5580100,240
373,5595100,239
374,5610100,238
375,5625100,238
376,5640100,241
377,5655100,241
378,5670100,241
379,5685100,237
380,5700100,239
381,5715100,237
382,5730100,238
383,5745100,240
384,5760100,243
385,5775100,239
386,5790100,239
387,5805100,239
388,5820100,239
389,5835100,236
390,5850100,238
391,5865100,242
392,5880100,240
393,5895100,241
394,5910100,238
395,5925100,243
396,5940100,239
397,5955100,238
398,5970100,240
399,5985100,242
400,6000100,244
401,6015100,239
402,6030100,239
403,6045100,243
404,6060100,239
405,6075100,242
406,6090100,241
407,6105100,240
408,6120100,237
409,6135100,239
410,6150100,241
411,6165100,240
412,6180100,242
413,6195100,241
414,6210100,240
415,6225100,242
416,6240100,241
417,6255100,240
418,6270100,241
419,6285100,243
420,6300100,241
421,6315100,242
422,6330100,239
423,6345100,241
424,6360100,239
425,6375100,239
426,6390100,242
427,6405100,237
428,6420100,236
429,6435100,241
430,6450100,246
431,6465100,241
432,6480100,240
433,6495100,241
434,6510100,239
435,6525100,239
436,6540100,239
437,6555100,243
438,6570100,241
439,6585100,238
440,6600100,239
441,6615100,243
442,6630100,241
443,6645100,240
444,6660100,240
445,6675100,238
446,6690100,240
447,6705100,242
448,6720100,242
449,6735100,243
450,6750100,242
451,6765100,243
452,6780100,239
453,6795100,240
454,6810100,240
455,6825100,237
456,6840100,243
457,6855100,238
458,6870100,240
459,6885100,240
460,6900100,241
461,6915100,240
462,6930100,240
463,6945100,242
464,6960100,237
465,6975100,239
466,6990100,240
467,7005100,240
468,7020100,239
469,7035100,241
470,7050100,240
471,7065100,238
472,7080100,238
473,7095100,238
474,7110100,242
475,7125100,241
476,7140100,239
477,7155100,241
478,7170100,237
479,7185100,243
480,7200100,240
481,7215100,239
482,7230100,241
483,7245100,239
484,7260100,239
485,7275100,239
486,7290100,242
487,7305100,239
488,7320100,242
489,7335100,238
490,7350100,239
491,7365100,241
492,7380100,240
493,7395100,240
494,7410100,239
495,7425100,241
496,7440100,242
497,7455100,238
498,7470100,242
499,7485100,237
500,7500100,239
501,7515100,239
502,7530100,241
503,7545100,240
504,7560100,242
505,7575100,240
506,7590100,241
507,7605100,243
508,7620100,243
509,7635100,238
510,7650100,239
511,7665100,247
512,7680100,244
513,7695100,241
514,7710100,244
515,7725100,234
516,7740100,239
517,7755100,238
518,7770100,242
519,7785100,237
520,7800100,238
